ផ្តក់	ផ្តក់	ផ・្・ត・ក・់
ផ្តិតផ្តូង	ផ្តិត|ផ្តូង	ផ・្・ត・ិ・ត・ផ・្・ត・ូ・ង
ផ្តិតផ្តូង	ផ្តិត|ផ្តូង	ផ・្・ត・ិ・ត・ផ・្・ត・ូ・ង
ផ្តិល	ផ្តិល	ផ・្・ត・ិ・ល
ផ្តិលប្រាក់	ផ្តិល|ប្រាក់	ផ・្・ត・ិ・ល・ប・្・រ・ា・ក・់
ផ្តិលស្មាច់	ផ្តិល|ស្មាច់	ផ・្・ត・ិ・ល・ស・្・ម・ា・ច・់
ផ្តឹកៗ	ផ្តឹក|ៗ	ផ・្・ត・ឹ・ក・ៗ
ផ្តឺតផ្តក់	ផ្តឺត|ផ្តក់	ផ・្・ត・ឺ・ត・ផ・្・ត・ក・់
ផ្តឺតផ្តក់	ផ្តឺត|ផ្តក់	ផ・្・ត・ឺ・ត・ផ・្・ត・ក・់
ផ្តឺតៗ	ផ្តឺត|ៗ	ផ・្・ត・ឺ・ត・ៗ
ផ្តើកៗ	ផ្តើក|ៗ	ផ・្・ត・ើ・ក・ៗ
ផ្តេតៗ	ផ្តេត|ៗ	ផ・្・ត・េ・ត・ៗ
