ឆ្ដុប	ឆ្ដុប	ឆ・្・ដ・ុ・ប
ឆ្ដេញ	ឆ្ដេញ	ឆ・្・ដ・េ・ញ
ឆ្ដោ	ឆ្ដោ	ឆ・្・ដ・ោ
ឆ្ដោរ	ឆ្ដោរ	ឆ・្・ដ・ោ・រ
លោតឆ្ដោលោតក្រមាល់	លោត|ឆ្ដោលោត|ក្រមាល់	ល・ោ・ត・ឆ・្・ដ・ោ・ល・ោ・ត・ក・្・រ・ម・ា・ល・់
